フォルダ名,商品名,ブランド,モデル・ライン,カテゴリ,商品コメント,色・サイズ補足情報,購入期限,仕入先URL,買付地,ショップ名,発送地,仕入先保存,カラー系統,色,サイズ,シーズン,タグ,テーマ,価格,参考価格,配送方法名,在庫,型番/メモ,関税負担,出品メモ,ライバル価格,ライバルURL,SKU,価格計算式,品代(海外仕入),送料(仕入),梱包,送料(出品),出品価格,関税(10%),消費税(10%),仕入合計,BUYMA手数料,利益%,出品価格_再掲,利益,ソース画像パス,画像フォルダパス,通貨,サイトコード,外部商品ID,生成ステータス,出品結果,出品URL,出品エラー,在庫監視,Buyma公開
CHLOE_Knot_Pants_black_338693,【Chloé】Knot pants 関税無＆送料無料,Chloé,,レディースファッション ボトムス パンツ,,,,https://www.julian-fashion.com/en-JP/product/338693/chloe/pants/knot_pants,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラック（黒）系,ブラック,"指定なし
36,36
38,38",,,,158000,,ヤマト運輸 - 宅急便,244,ブラック,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/338693/chloe/pants/knot_pants
SKU: ブラック

① 商品(免税JPY): ¥116,457  (JPY116,457.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥125,741
④ 課税価格(仕入×60%): ¥69,874
⑤ 関税 (課税×10%): ¥6,987
⑥ 消費税 ((課税+関税)×10%): ¥7,686
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥141,614
⑨ 利益 (3.0%): ¥4,248
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥158,000
   BUYMA手数料 (販売×7.7%): ¥12,166",,,ブラック,"① 商品(免税JPY): ¥116,457  (JPY116,457.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥125,741
④ 課税価格(仕入×60%): ¥69,874
⑤ 関税 (課税×10%): ¥6,987
⑥ 消費税 ((課税+関税)×10%): ¥7,686
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥141,614
⑨ 利益 (3.0%): ¥4,248
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥158,000
   BUYMA手数料 (販売×7.7%): ¥12,166",116457,9284,0,1200,158000,6987,7686,141614,12166,0.03,158000,4248,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\CHLOE_Knot_Pants_black_338693\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\CHLOE_Knot_Pants_black_338693,JPY,julian-fashion,julian-fashion:338693,pending,,,,200:ok,
ETRO_Peacock_Embroidery_Vest_beige_339910,【Etro】Peacock embroidery vest 関税無＆送料無料,Etro,,レディースファッション アウター その他アウター,,,,https://www.julian-fashion.com/en-JP/product/339910/etro/fur/peacock_embroidery_vest,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ベージュ系,ベージュ,"指定なし
40,40",,,,319100,,ヤマト運輸 - 宅急便,243,ベージュ,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/339910/etro/fur/peacock_embroidery_vest
SKU: ベージュ

① 商品(免税JPY): ¥244,657  (JPY244,657.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥253,941
④ 課税価格(仕入×60%): ¥146,794
⑤ 関税 (課税×10%): ¥14,679
⑥ 消費税 ((課税+関税)×10%): ¥16,147
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥285,967
⑨ 利益 (3.0%): ¥8,579
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥319,100
   BUYMA手数料 (販売×7.7%): ¥24,571",,,ベージュ,"① 商品(免税JPY): ¥244,657  (JPY244,657.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥253,941
④ 課税価格(仕入×60%): ¥146,794
⑤ 関税 (課税×10%): ¥14,679
⑥ 消費税 ((課税+関税)×10%): ¥16,147
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥285,967
⑨ 利益 (3.0%): ¥8,579
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥319,100
   BUYMA手数料 (販売×7.7%): ¥24,571",244657,9284,0,1200,319100,14679,16147,285967,24571,0.03,319100,8579,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Peacock_Embroidery_Vest_beige_339910\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Peacock_Embroidery_Vest_beige_339910,JPY,julian-fashion,julian-fashion:339910,pending,,,,200:ok,
ETRO_Fil_Coupe_Shirt_multicolor_339371,【Etro】Fil coupé shirt 関税無＆送料無料,Etro,,レディースファッション トップス Tシャツ・カットソー,,,,https://www.julian-fashion.com/en-JP/product/339371/etro/shirts_bluse/fil_coupe_shirt,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,マルチカラー,マルチカラー,"指定なし
40,40
42,42
44,44",,,,75600,,ヤマト運輸 - 宅急便,249,マルチカラー,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/339371/etro/shirts_bluse/fil_coupe_shirt
SKU: マルチカラー

① 商品(免税JPY): ¥50,888  (JPY50,888.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥60,172
④ 課税価格(仕入×60%): ¥30,533
⑤ 関税 (課税×10%): ¥3,053
⑥ 消費税 ((課税+関税)×10%): ¥3,359
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥67,784
⑨ 利益 (3.0%): ¥2,034
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥75,600
   BUYMA手数料 (販売×7.7%): ¥5,821",,,マルチカラー,"① 商品(免税JPY): ¥50,888  (JPY50,888.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥60,172
④ 課税価格(仕入×60%): ¥30,533
⑤ 関税 (課税×10%): ¥3,053
⑥ 消費税 ((課税+関税)×10%): ¥3,359
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥67,784
⑨ 利益 (3.0%): ¥2,034
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥75,600
   BUYMA手数料 (販売×7.7%): ¥5,821",50888,9284,0,1200,75600,3053,3359,67784,5821,0.03,75600,2034,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Fil_Coupe_Shirt_multicolor_339371\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Fil_Coupe_Shirt_multicolor_339371,JPY,julian-fashion,julian-fashion:339371,pending,,,,200:ok,
ETRO_Paisley_Skirt_brown_340057,【Etro】Paisley skirt 関税無＆送料無料,Etro,,レディースファッション ボトムス スカート,,,,https://www.julian-fashion.com/en-JP/product/340057/etro/skirts_maxi/paisley_skirt,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラウン（茶色）系,ブラウン,"指定なし
38,38
40,40",,,,207200,,ヤマト運輸 - 宅急便,245,ブラウン,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/340057/etro/skirts_maxi/paisley_skirt
SKU: ブラウン

① 商品(免税JPY): ¥155,602  (JPY155,602.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥164,886
④ 課税価格(仕入×60%): ¥93,361
⑤ 関税 (課税×10%): ¥9,336
⑥ 消費税 ((課税+関税)×10%): ¥10,270
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥185,692
⑨ 利益 (3.0%): ¥5,571
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥207,200
   BUYMA手数料 (販売×7.7%): ¥15,954",,,ブラウン,"① 商品(免税JPY): ¥155,602  (JPY155,602.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥164,886
④ 課税価格(仕入×60%): ¥93,361
⑤ 関税 (課税×10%): ¥9,336
⑥ 消費税 ((課税+関税)×10%): ¥10,270
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥185,692
⑨ 利益 (3.0%): ¥5,571
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥207,200
   BUYMA手数料 (販売×7.7%): ¥15,954",155602,9284,0,1200,207200,9336,10270,185692,15954,0.03,207200,5571,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Paisley_Skirt_brown_340057\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ETRO_Paisley_Skirt_brown_340057,JPY,julian-fashion,julian-fashion:340057,pending,,,,200:ok,
GIANVITO_ROSSI_Varenne_Boots_brown_337805,【Gianvito rossi】'Varenne' boots 関税無＆送料無料,Gianvito rossi,,レディースファッション シューズ ブーツ,,,,https://www.julian-fashion.com/en-JP/product/337805/gianvito_rossi/high_boots/varenne_boots,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラウン（茶色）系,ブラウン,"指定なし
36,36
37,37
38,38
39,39
40,40
41,41
42,42",,,,281000,,ヤマト運輸 - 宅急便,265,ブラウン,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/337805/gianvito_rossi/high_boots/varenne_boots
SKU: ブラウン

① 商品(免税JPY): ¥214,319  (JPY214,319.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥223,603
④ 課税価格(仕入×60%): ¥128,591
⑤ 関税 (課税×10%): ¥12,859
⑥ 消費税 ((課税+関税)×10%): ¥14,145
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥251,807
⑨ 利益 (3.0%): ¥7,554
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥281,000
   BUYMA手数料 (販売×7.7%): ¥21,637",,,ブラウン,"① 商品(免税JPY): ¥214,319  (JPY214,319.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥223,603
④ 課税価格(仕入×60%): ¥128,591
⑤ 関税 (課税×10%): ¥12,859
⑥ 消費税 ((課税+関税)×10%): ¥14,145
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥251,807
⑨ 利益 (3.0%): ¥7,554
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥281,000
   BUYMA手数料 (販売×7.7%): ¥21,637",214319,9284,0,1200,281000,12859,14145,251807,21637,0.03,281000,7554,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\GIANVITO_ROSSI_Varenne_Boots_brown_337805\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\GIANVITO_ROSSI_Varenne_Boots_brown_337805,JPY,julian-fashion,julian-fashion:337805,pending,,,,200:ok,
THE_ATTICO_La_Passeggiata_Mini_Handbag_green_337618,【The attico】'La Passeggiata Mini' handbag 関税無＆送料無料,The attico,,レディースファッション バッグ ハンドバッグ,,,,https://www.julian-fashion.com/en-JP/product/337618/the_attico/hand_bags/la_passeggiata_mini_handbag,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,グリーン（緑）系,グリーン,"指定なし
フリー,",,,,176700,,ヤマト運輸 - 宅急便,243,グリーン,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/337618/the_attico/hand_bags/la_passeggiata_mini_handbag
SKU: グリーン

① 商品(免税JPY): ¥131,286  (JPY131,286.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥140,570
④ 課税価格(仕入×60%): ¥78,772
⑤ 関税 (課税×10%): ¥7,877
⑥ 消費税 ((課税+関税)×10%): ¥8,665
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥158,312
⑨ 利益 (3.0%): ¥4,749
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥176,700
   BUYMA手数料 (販売×7.7%): ¥13,606",,,グリーン,"① 商品(免税JPY): ¥131,286  (JPY131,286.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥140,570
④ 課税価格(仕入×60%): ¥78,772
⑤ 関税 (課税×10%): ¥7,877
⑥ 消費税 ((課税+関税)×10%): ¥8,665
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥158,312
⑨ 利益 (3.0%): ¥4,749
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥176,700
   BUYMA手数料 (販売×7.7%): ¥13,606",131286,9284,0,1200,176700,7877,8665,158312,13606,0.03,176700,4749,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\THE_ATTICO_La_Passeggiata_Mini_Handbag_green_337618\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\THE_ATTICO_La_Passeggiata_Mini_Handbag_green_337618,JPY,julian-fashion,julian-fashion:337618,pending,,,,200:ok,
ROTATE_BIRGER_CHRISTENSEN_Faux_Fur_Collar_Jacket_black_339917,【Rotate birger christensen】'Faux Fur Collar' jacket 関税無＆送料無料,Rotate birger christensen,,レディースファッション アウター ジャケット,,,,https://www.julian-fashion.com/en-JP/product/339917/rotate_birger_christensen/casual_jackets/faux_fur_collar_jacket,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラック（黒）系,ブラック,"指定なし
32,32
34,34
36,36",,,,77900,,ヤマト運輸 - 宅急便,248,ブラック,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/339917/rotate_birger_christensen/casual_jackets/faux_fur_collar_jacket
SKU: ブラック

① 商品(免税JPY): ¥52,696  (JPY52,696.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥61,980
④ 課税価格(仕入×60%): ¥31,618
⑤ 関税 (課税×10%): ¥3,162
⑥ 消費税 ((課税+関税)×10%): ¥3,478
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥69,820
⑨ 利益 (3.0%): ¥2,095
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥77,900
   BUYMA手数料 (販売×7.7%): ¥5,998",,,ブラック,"① 商品(免税JPY): ¥52,696  (JPY52,696.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥61,980
④ 課税価格(仕入×60%): ¥31,618
⑤ 関税 (課税×10%): ¥3,162
⑥ 消費税 ((課税+関税)×10%): ¥3,478
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥69,820
⑨ 利益 (3.0%): ¥2,095
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥77,900
   BUYMA手数料 (販売×7.7%): ¥5,998",52696,9284,0,1200,77900,3162,3478,69820,5998,0.03,77900,2095,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ROTATE_BIRGER_CHRISTENSEN_Faux_Fur_Collar_Jacket_black_339917\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\ROTATE_BIRGER_CHRISTENSEN_Faux_Fur_Collar_Jacket_black_339917,JPY,julian-fashion,julian-fashion:339917,pending,,,,200:ok,
AGOLDE_Luna_Jeans_blue_339256,【Agolde】'Luna' jeans 関税無＆送料無料,Agolde,,レディースファッション ボトムス パンツ,,,,https://www.julian-fashion.com/en-JP/product/339256/agolde/jeans/luna_jeans,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブルー（青）系,ブルー,"指定なし
24,24
25,25
26,26
27,27
29,29
30,30",,,,59200,,ヤマト運輸 - 宅急便,256,ブルー,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/339256/agolde/jeans/luna_jeans
SKU: ブルー

① 商品(免税JPY): ¥37,835  (JPY37,835.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥47,119
④ 課税価格(仕入×60%): ¥22,701
⑤ 関税 (課税×10%): ¥2,270
⑥ 消費税 ((課税+関税)×10%): ¥2,497
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥53,086
⑨ 利益 (3.0%): ¥1,593
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥59,200
   BUYMA手数料 (販売×7.7%): ¥4,558",,,ブルー,"① 商品(免税JPY): ¥37,835  (JPY37,835.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥47,119
④ 課税価格(仕入×60%): ¥22,701
⑤ 関税 (課税×10%): ¥2,270
⑥ 消費税 ((課税+関税)×10%): ¥2,497
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥53,086
⑨ 利益 (3.0%): ¥1,593
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥59,200
   BUYMA手数料 (販売×7.7%): ¥4,558",37835,9284,0,1200,59200,2270,2497,53086,4558,0.03,59200,1593,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\AGOLDE_Luna_Jeans_blue_339256\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\AGOLDE_Luna_Jeans_blue_339256,JPY,julian-fashion,julian-fashion:339256,pending,,,,200:ok,
PARIS_TEXAS_Lidia_Slingback_multicolor_338785,【Paris texas】'Lidia' slingback 関税無＆送料無料,Paris texas,,レディースファッション シューズ パンプス,,,,https://www.julian-fashion.com/en-JP/product/338785/paris_texas/high_heels/lidia_slingback,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,マルチカラー,マルチカラー,"指定なし
37.5,37.5
39.5,39.5
41,41",,,,103700,,ヤマト運輸 - 宅急便,247,マルチカラー,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/338785/paris_texas/high_heels/lidia_slingback
SKU: マルチカラー

① 商品(免税JPY): ¥73,246  (JPY73,246.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥82,530
④ 課税価格(仕入×60%): ¥43,948
⑤ 関税 (課税×10%): ¥4,395
⑥ 消費税 ((課税+関税)×10%): ¥4,834
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥92,959
⑨ 利益 (3.0%): ¥2,789
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥103,700
   BUYMA手数料 (販売×7.7%): ¥7,985",,,マルチカラー,"① 商品(免税JPY): ¥73,246  (JPY73,246.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥82,530
④ 課税価格(仕入×60%): ¥43,948
⑤ 関税 (課税×10%): ¥4,395
⑥ 消費税 ((課税+関税)×10%): ¥4,834
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥92,959
⑨ 利益 (3.0%): ¥2,789
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥103,700
   BUYMA手数料 (販売×7.7%): ¥7,985",73246,9284,0,1200,103700,4395,4834,92959,7985,0.03,103700,2789,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\PARIS_TEXAS_Lidia_Slingback_multicolor_338785\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\PARIS_TEXAS_Lidia_Slingback_multicolor_338785,JPY,julian-fashion,julian-fashion:338785,pending,,,,200:ok,
BRUNELLO_CUCINELLI_Monile_Hat_brown_340131,【Brunello cucinelli】'Monile' hat 関税無＆送料無料,Brunello cucinelli,,レディースファッション アウター その他アウター,,,,https://www.julian-fashion.com/en-JP/product/340131/brunello_cucinelli/hats/monile_hat,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラウン（茶色）系,ブラウン,"指定なし
M,M",,,,197100,,ヤマト運輸 - 宅急便,244,ブラウン,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/340131/brunello_cucinelli/hats/monile_hat
SKU: ブラウン

① 商品(免税JPY): ¥147,547  (JPY147,547.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥156,831
④ 課税価格(仕入×60%): ¥88,528
⑤ 関税 (課税×10%): ¥8,853
⑥ 消費税 ((課税+関税)×10%): ¥9,738
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥176,622
⑨ 利益 (3.0%): ¥5,299
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥197,100
   BUYMA手数料 (販売×7.7%): ¥15,177",,,ブラウン,"① 商品(免税JPY): ¥147,547  (JPY147,547.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥156,831
④ 課税価格(仕入×60%): ¥88,528
⑤ 関税 (課税×10%): ¥8,853
⑥ 消費税 ((課税+関税)×10%): ¥9,738
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥176,622
⑨ 利益 (3.0%): ¥5,299
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥197,100
   BUYMA手数料 (販売×7.7%): ¥15,177",147547,9284,0,1200,197100,8853,9738,176622,15177,0.03,197100,5299,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\BRUNELLO_CUCINELLI_Monile_Hat_brown_340131\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_103008\images\BRUNELLO_CUCINELLI_Monile_Hat_brown_340131,JPY,julian-fashion,julian-fashion:340131,pending,,,,200:ok,
FENDI_By_the_Way_Soft_Medium_Handbag_brown_341242,【Fendi】'By The Way Soft' medium handbag 関税無＆送料無料,Fendi,,レディースファッション バッグ ハンドバッグ,"☆在庫がない商品も再入荷がございます。まずはお問い合わせください。

★プレゼントラッピングのご用意もしております
誕生日/記念日/入学祝い／卒業祝い／就職祝い／結婚祝い/クリスマス/バレンタイン／ホワイトデー/母の日

【ブランド】 Fendi
【商品名】 'By The Way Soft' medium handbag
【特徴】
・生産国：イタリア
・カラー：ブラウン

【商品仕様】
・素材：確認中
・生産国：イタリア
・カラー：ブラウン
・サイズ：指定なし
本商品のモデル着用画像はイメージとなります。アイテムの詳細については商品と異なる場合がございます

【Style Note】
Fendiの「'By The Way Soft' medium handbag」は、上質な佇まいと実用性を兼ね備えた一品です。トップスやアウターとの合わせ方次第で、カジュアルからスマートまで幅広く演出できます。

 人気の商品は在庫が常に流動的なためお買い求めの前に、お手数ですが必ず在庫確認のお問い合わせをお願い致します。 終日対応させて頂きます。

ご注文の手順
①【在庫状況 / 色・サイズ】欄をご確認ください。 ○の場合は、手元に在庫がございません。事前にお問合せ下さい
②「在庫・商品に関するお問合せ」からご希望商品をご連絡下さい
③ 在庫をお調べし、買付可否をご連絡させて頂きます
        ★買付可能でございましたら、そのままご注文が可能です         ★在庫切れなどの理由で買付不可の場合もございます。
④ 国内到着後に専門の女性スタッフによる検品・発送させて頂きます
必ず「お取引について」をご一読ください。
【あんしんプラス】 配送途中での紛失事故やサイズや色の不安などに備えて BUYMA補償制度の「あんしんプラス」へのご加入をお勧めしております。 https://qa.buyma.com/bm/anshin/1006.html
","【ブランド】Fendi
【商品名】'By The Way Soft' medium handbag
【カラー】ブラウン

━━━━━━━━━━━━━━━━━━━━

■ サイズ表記の詳細は商品ページをご確認ください。

■ 関税・送料はすべて当ショップが負担いたします。
  お客様に追加費用は一切発生いたしません。

■ サイズ選びにお悩みの方はお気軽にご相談ください。

■ 在庫は常に変動しております。
  ご注文前に必ず在庫のお問い合わせをお願いいたします。

■ ご注文確定後のキャンセルはお受けできませんので
  予めご了承ください。

━━━━━━━━━━━━━━━━━━━━

【あんしんプラスのご案内】

BUYMAの「あんしんプラス」にご加入いただくと、
返品補償・初期不良補償・紛失補償が適用されます。

詳しくはこちら↓
https://www.buyma.com/contents/safety/
",2026/08/27,https://www.julian-fashion.com/en-JP/product/341242/fendi/hand_bags/by_the_way_soft_medium_handbag,海外:ヨーロッパ:イタリア:選択なし,Julian Fashion,国内:愛知県::,Julian Fashion,ブラウン（茶色）系,ブラウン,"指定なし
フリー,",,,,338000,,ヤマト運輸 - 宅急便,243,ブラウン,出品者負担(税込),"URL: https://www.julian-fashion.com/en-JP/product/341242/fendi/hand_bags/by_the_way_soft_medium_handbag
SKU: ブラウン

① 商品(免税JPY): ¥259,713  (JPY259,713.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥268,997
④ 課税価格(仕入×60%): ¥155,828
⑤ 関税 (課税×10%): ¥15,583
⑥ 消費税 ((課税+関税)×10%): ¥17,141
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥302,921
⑨ 利益 (3.0%): ¥9,088
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥338,000
   BUYMA手数料 (販売×7.7%): ¥26,026",,,ブラウン,"① 商品(免税JPY): ¥259,713  (JPY259,713.00)
② 海外送料: ¥9,284  (EUR50.00×185.68)
③ 仕入合計: ¥268,997
④ 課税価格(仕入×60%): ¥155,828
⑤ 関税 (課税×10%): ¥15,583
⑥ 消費税 ((課税+関税)×10%): ¥17,141
⑦ 国内送料: ¥1,200
⑧ 原価合計: ¥302,921
⑨ 利益 (3.0%): ¥9,088
⑩ 販売価格 (手数料7.7%逆算 ÷0.923): ¥338,000
   BUYMA手数料 (販売×7.7%): ¥26,026",259713,9284,0,1200,338000,15583,17141,302921,26026,0.03,338000,9088,C:\development\EC-Buyma\workspace\scrape\run_20260813_120056\images\FENDI_By_the_Way_Soft_Medium_Handbag_brown_341242\1.webp,C:\development\EC-Buyma\workspace\scrape\run_20260813_120056\images\FENDI_By_the_Way_Soft_Medium_Handbag_brown_341242,JPY,julian-fashion,julian-fashion:341242,done,,,,200:ok,
